"length_lan"	"type"	"subcategory"	"category"	"G_mean_pr"	"G_density"	"G_num_cliques"	"G_avg"	"G_nodes"	"n_visits"	"back_links"	"n_mod"	"reference"	"num_langs"	"languages"	"qid"	"name"	"wiki_name"	"item"	"label"
"92.0"	"entity"	"sport"	"sports"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"188775.0"	"0.0"	"127.0"	"1.0"	"18.0"	"7.0"	"Q786466"	"Chinlone"	"Chinlone"	"http://www.wikidata.org/entity/Q786466"	"1"
"140.0"	"entity"	"model"	"fashion"	"0.002381056172290292"	"0.00953255189944923"	"286.0"	"1.654109589041096"	"292.0"	"29378450.0"	"337.0"	"1991.0"	"125.0"	"69.0"	"10.0"	"Q4509"	"Chloë Grace Moretz"	"Chloë Grace Moretz"	"http://www.wikidata.org/entity/Q4509"	"2"
"149.0"	"entity"	"food"	"food"	"0.0013411281860368368"	"0.00436573854743243"	"579.0"	"1.4083044982698962"	"578.0"	"1521360.0"	"34.0"	"418.0"	"17.0"	"44.0"	"9.0"	"Q133017"	"Chlorella"	"Chlorella"	"http://www.wikidata.org/entity/Q133017"	"0"
"49.0"	"entity"	"monument"	"history"	"0.002604147359804969"	"0.009100604337006754"	"286.0"	"1.47766323024055"	"291.0"	"6465.0"	"0.0"	"20.0"	"3.0"	"3.0"	"2.0"	"Q1075516"	"Cho Huan Lai Memorial"	"Cho Huan Lai Memorial"	"http://www.wikidata.org/entity/Q1075516"	"1"
"180.0"	"concept"	"drink"	"food"	"0.014421328702896448"	"0.06825396825396825"	"31.0"	"1.4722222222222223"	"36.0"	"58693.0"	"17.0"	"73.0"	"2.0"	"1.0"	"1.0"	"Q5103493"	"Choc-Ola"	"Choc-Ola"	"http://www.wikidata.org/entity/Q5103493"	"1"
"54.0"	"entity"	"dish"	"food"	"0.0011541269946058264"	"0.004286365709074327"	"658.0"	"1.5727554179566563"	"646.0"	"815211.0"	"452.0"	"0.0"	"0.0"	"42.0"	"9.0"	"Q30186"	"chocolate cake"	"Chocolate cake"	"http://www.wikidata.org/entity/Q30186"	"0"
"126.0"	"entity"	"food"	"food"	"0.00474487156193276"	"0.014816291276327154"	"177.0"	"1.4137931034482758"	"174.0"	"207583.0"	"98.0"	"0.0"	"0.0"	"17.0"	"7.0"	"Q202989"	"chocolate salami"	"Chocolate salami"	"http://www.wikidata.org/entity/Q202989"	"2"
"70.0"	"concept"	"dish"	"food"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"589241.0"	"308.0"	"14.0"	"4.0"	"19.0"	"4.0"	"Q2451463"	"Chole bhature"	"Chole bhature"	"http://www.wikidata.org/entity/Q2451463"	"2"
"245.0"	"entity"	"theatrical genre"	"performing arts"	"0.00961373530172525"	"0.04477611940298507"	"74.0"	"1.8805970149253732"	"67.0"	"49554.0"	"13.0"	"0.0"	"0.0"	"2.0"	"2.0"	"Q5105016"	"choreopoem"	"Choreopoem"	"http://www.wikidata.org/entity/Q5105016"	"2"
"162.0"	"entity"	"literary genre"	"literature"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"90190.0"	"345.0"	"0.0"	"0.0"	"16.0"	"9.0"	"Q2088593"	"chorography"	"Chorography"	"http://www.wikidata.org/entity/Q2088593"	"0"
"91.0"	"concept"	"food"	"food"	"0.00809404972556907"	"0.02631578947368421"	"93.0"	"1.4895833333333333"	"96.0"	"85138.0"	"197.0"	"224.0"	"20.0"	"8.0"	"5.0"	"Q532942"	"Chorrillana"	"Chorrillana"	"http://www.wikidata.org/entity/Q532942"	"1"
"173.0"	"entity"	"painting"	"visual arts"	"0.002100214543383178"	"0.007293447293447293"	"362.0"	"1.452991452991453"	"351.0"	"9008.0"	"55.0"	"0.0"	"0.0"	"6.0"	"4.0"	"Q732277"	"Christ Crowned with Thorns"	"Christ Crowned with Thorns (Bosch, El Escorial)"	"http://www.wikidata.org/entity/Q732277"	"2"
"344.0"	"entity"	"political party"	"politics"	"0.0025775294096610476"	"0.008297894409293642"	"346.0"	"1.405144694533762"	"311.0"	"22317.0"	"151.0"	"0.0"	"0.0"	"2.0"	"1.0"	"Q169228"	"Christian Democracy (Greece)"	"Christian Democracy (Greece)"	"http://www.wikidata.org/entity/Q169228"	"1"
"84.0"	"entity"	"philosopher"	"philosophy and religion"	"0.0053000668943114755"	"0.01596360628618693"	"172.0"	"1.391025641025641"	"156.0"	"43191.0"	"186.0"	"30.0"	"23.0"	"15.0"	"6.0"	"Q63484"	"Christian Knorr von Rosenroth"	"Christian Knorr von Rosenroth"	"http://www.wikidata.org/entity/Q63484"	"1"
"170.0"	"entity"	"biologist"	"biology"	"0.11759557444554547"	"0.5"	"4.0"	"2.625"	"8.0"	"19480.0"	"35.0"	"24.0"	"20.0"	"22.0"	"8.0"	"Q64331"	"Christian Konrad Sprengel"	"Christian Konrad Sprengel"	"http://www.wikidata.org/entity/Q64331"	"1"
"357.0"	"concept"	"music festival"	"music"	"0.003982521390580084"	"0.012283640424343942"	"183.0"	"1.4321608040201006"	"199.0"	"65535.0"	"214.0"	"0.0"	"0.0"	"1.0"	"1.0"	"Q5110343"	"Christian music festival"	"Christian music festival"	"http://www.wikidata.org/entity/Q5110343"	"2"
"30.0"	"entity"	"cook"	"food"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"14850.0"	"5.0"	"0.0"	"0.0"	"5.0"	"2.0"	"Q43758"	"Christian Rach"	"Christian Rach"	"http://www.wikidata.org/entity/Q43758"	"1"
"0.0"	"entity"	"religious movement"	"philosophy and religion"	"0.006738274203560244"	"0.019870967741935485"	"121.0"	"1.416"	"125.0"	"0.0"	"0.0"	"0.0"	"0.0"	"1.0"	"1.0"	"Q24947338"	"Christian Revival Church"	"Christian Revival Church (India)"	"http://www.wikidata.org/entity/Q24947338"	"0"
"185.0"	"concept"	"philosophy"	"philosophy and religion"	"0.4999999999999999"	"1.0"	"1.0"	"1.0"	"2.0"	"136299.0"	"209.0"	"0.0"	"0.0"	"14.0"	"7.0"	"Q55635660"	"Christian theosophy"	"Christian theosophy"	"http://www.wikidata.org/entity/Q55635660"	"1"
"218.0"	"concept"	"tradition"	"gestures and habits"	"0.0009951337037365615"	"0.003285063019576294"	"818.0"	"1.4292929292929293"	"792.0"	"328441.0"	"1314.0"	"0.0"	"0.0"	"11.0"	"5.0"	"Q5110396"	"Christian tradition"	"Christian tradition"	"http://www.wikidata.org/entity/Q5110396"	"0"
"56.0"	"entity"	"non-fiction writer"	"books"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"4522.0"	"5.0"	"0.0"	"0.0"	"4.0"	"3.0"	"Q97129"	"Christian v. Ditfurth"	"Christian von Ditfurth"	"http://www.wikidata.org/entity/Q97129"	"1"
"41.0"	"entity"	"historian"	"history"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"3043.0"	"5.0"	"0.0"	"0.0"	"8.0"	"4.0"	"Q71319"	"Christian Wilhelm Franz Walch"	"Christian Wilhelm Franz Walch"	"http://www.wikidata.org/entity/Q71319"	"1"
"76.0"	"concept"	"literary award"	"literature"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"1618.0"	"4.0"	"0.0"	"0.0"	"3.0"	"2.0"	"Q1078671"	"Christian-Wagner-Preis"	"Christian-Wagner-Preis"	"http://www.wikidata.org/entity/Q1078671"	"1"
"87.0"	"entity"	"magazine"	"media"	"0.0026495472524572473"	"0.009775574831336913"	"268.0"	"1.511111111111111"	"270.0"	"480795.0"	"1763.0"	"19.0"	"12.0"	"15.0"	"8.0"	"Q680794"	"Christianity Today"	"Christianity Today"	"http://www.wikidata.org/entity/Q680794"	"2"
"98.0"	"concept"	"tradition"	"gestures and habits"	"0.0018161705511628655"	"0.006464049347812119"	"379.0"	"1.460759493670886"	"395.0"	"1459415.0"	"421.0"	"0.0"	"0.0"	"9.0"	"3.0"	"Q717040"	"Christmas tradition"	"Christmas traditions"	"http://www.wikidata.org/entity/Q717040"	"0"
"17.0"	"entity"	"non-fiction writer"	"books"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"7738.0"	"24.0"	"0.0"	"0.0"	"6.0"	"2.0"	"Q97211"	"Christoph Hartknoch"	"Christoph Hartknoch"	"http://www.wikidata.org/entity/Q97211"	"1"
"70.0"	"entity"	"media company"	"media"	"0.0022388674182961077"	"0.007245660837203175"	"352.0"	"1.4068767908309456"	"349.0"	"21879.0"	"36.0"	"0.0"	"0.0"	"1.0"	"1.0"	"Q5114026"	"Chronicle Publishing Company"	"Chronicle Publishing Company"	"http://www.wikidata.org/entity/Q5114026"	"1"
"65.0"	"concept"	"non-fiction writer"	"books"	"0.004580161720987959"	"0.016026378345218924"	"163.0"	"1.4382716049382716"	"162.0"	"11334.0"	"16.0"	"197.0"	"18.0"	"18.0"	"4.0"	"Q3330547"	"chronicler"	"Cronista"	"http://www.wikidata.org/entity/Q3330547"	"0"
"25.0"	"entity"	"automobile manufacturer"	"transportation"	"0.0016156814817490663"	"0.0050661322645290585"	"517.0"	"1.41"	"500.0"	"9082.0"	"11.0"	"0.0"	"0.0"	"3.0"	"2.0"	"Q569249"	"Chrysler UK"	"Chrysler UK"	"http://www.wikidata.org/entity/Q569249"	"1"
"107.0"	"entity"	"athlete"	"sports"	"0.0014165889676816786"	"0.005656618156618156"	"488.0"	"1.5945945945945945"	"481.0"	"5947388.0"	"266.0"	"40.0"	"57.0"	"25.0"	"9.0"	"Q380050"	"Chuck Liddell"	"Chuck Liddell"	"http://www.wikidata.org/entity/Q380050"	"2"
"120.0"	"entity"	"food"	"food"	"0.0033324896595550864"	"0.010486639796984625"	"232.0"	"1.3663793103448276"	"232.0"	"23483.0"	"54.0"	"15.0"	"6.0"	"3.0"	"3.0"	"Q5115955"	"Chugchucaras"	"Chugchucaras"	"http://www.wikidata.org/entity/Q5115955"	"1"
"108.0"	"entity"	"neighborhood"	"geography"	"0.002120366394386544"	"0.008519868124240847"	"364.0"	"1.5823529411764705"	"340.0"	"78462.0"	"135.0"	"0.0"	"0.0"	"9.0"	"6.0"	"Q482929"	"Chungmuro"	"Chungmu-ro"	"http://www.wikidata.org/entity/Q482929"	"1"
"145.0"	"entity"	"production company"	"media"	"0.005825355137454904"	"0.0169950995725159"	"137.0"	"1.3597122302158273"	"139.0"	"15608.0"	"42.0"	"0.0"	"0.0"	"2.0"	"2.0"	"Q287500"	"Chunky Move"	"Chunky Move"	"http://www.wikidata.org/entity/Q287500"	"2"
"221.0"	"entity"	"food"	"food"	"0.01235476122376803"	"0.04124293785310734"	"59.0"	"1.3833333333333333"	"60.0"	"276228.0"	"191.0"	"211.0"	"11.0"	"15.0"	"8.0"	"Q2352129"	"chuño"	"Chuño"	"http://www.wikidata.org/entity/Q2352129"	"2"
"89.0"	"entity"	"drink"	"food"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"32782.0"	"47.0"	"65.0"	"4.0"	"4.0"	"3.0"	"Q5116488"	"Chupilca del diablo"	"Chupilca del diablo"	"http://www.wikidata.org/entity/Q5116488"	"1"
"96.0"	"concept"	"building"	"architecture"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"37016.0"	"152.0"	"0.0"	"0.0"	"4.0"	"1.0"	"Q5116768"	"church hall"	"Church hall"	"http://www.wikidata.org/entity/Q5116768"	"0"
"40.0"	"entity"	"archive"	"history"	"0.0028197944157502992"	"0.00828264236493008"	"299.0"	"1.3311036789297659"	"299.0"	"18505.0"	"184.0"	"0.0"	"0.0"	"4.0"	"2.0"	"Q2901338"	"Church History Library"	"Church History Library"	"http://www.wikidata.org/entity/Q2901338"	"1"
"137.0"	"concept"	"musician"	"music"	"0.00708361284867718"	"0.02313305387362211"	"130.0"	"1.4298245614035088"	"114.0"	"5180.0"	"22.0"	"0.0"	"0.0"	"6.0"	"2.0"	"Q355493"	"church musician"	"Church music in Germany"	"http://www.wikidata.org/entity/Q355493"	"0"
"102.0"	"entity"	"building"	"architecture"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"2185.0"	"0.0"	"0.0"	"0.0"	"9.0"	"2.0"	"Q257513"	"Church of Nuestra Señora de la Purificación"	"Church of Nuestra Señora de la Purificación (Gazólaz)"	"http://www.wikidata.org/entity/Q257513"	"1"
"97.0"	"entity"	"monument"	"history"	"0.4999999999999999"	"1.0"	"1.0"	"1.0"	"2.0"	"2639.0"	"3.0"	"3.0"	"0.0"	"7.0"	"2.0"	"Q515595"	"Church of San Juan de Rabanera"	"San Juan de Rabanera"	"http://www.wikidata.org/entity/Q515595"	"1"
"252.0"	"entity"	"religious movement"	"philosophy and religion"	"0.006149112052537473"	"0.018008348240906382"	"126.0"	"1.2846153846153847"	"130.0"	"384214.0"	"4.0"	"0.0"	"0.0"	"1.0"	"1.0"	"Q16958306"	"Church of Wells"	"Church of Wells"	"http://www.wikidata.org/entity/Q16958306"	"1"
"105.0"	"concept"	"ritual"	"gestures and habits"	"0.0012865384874797816"	"0.004139411555281602"	"623.0"	"1.4022801302931596"	"614.0"	"662971.0"	"638.0"	"0.0"	"0.0"	"29.0"	"8.0"	"Q1539016"	"church service"	"Church service"	"http://www.wikidata.org/entity/Q1539016"	"0"
"154.0"	"entity"	"textile"	"fashion"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"15433.0"	"9.0"	"0.0"	"0.0"	"3.0"	"2.0"	"Q18164476"	"Chuspas"	"Chuspas"	"http://www.wikidata.org/entity/Q18164476"	"2"
"115.0"	"concept"	"plant"	"biology"	"0.0031568191600000097"	"0.009771309771309772"	"270.0"	"1.396153846153846"	"260.0"	"26393.0"	"18.0"	"68.0"	"32.0"	"16.0"	"3.0"	"Q787928"	"Chusquea culeou"	"Chusquea culeou"	"http://www.wikidata.org/entity/Q787928"	"1"
"135.0"	"entity"	"sports team"	"sports"	"0.021117058795569025"	"0.08048780487804878"	"42.0"	"2.048780487804878"	"41.0"	"320568.0"	"98.0"	"0.0"	"0.0"	"6.0"	"6.0"	"Q2967708"	"Chute Boxe Academy"	"Chute Boxe Academy"	"http://www.wikidata.org/entity/Q2967708"	"2"
"197.0"	"concept"	"poetry"	"literature"	"0.003980720264597466"	"0.014303253529772866"	"170.0"	"1.4861878453038675"	"181.0"	"79766.0"	"233.0"	"0.0"	"0.0"	"22.0"	"8.0"	"Q1091366"	"Ci"	"Ci (poetry)"	"http://www.wikidata.org/entity/Q1091366"	"1"
"500.0"	"entity"	"politician"	"politics"	"0.003123590606202777"	"0.010634920634920634"	"224.0"	"1.3511111111111112"	"225.0"	"8763235.0"	"4800.0"	"22.0"	"0.0"	"198.0"	"10.0"	"Q1541"	"Cicero"	"Cicero"	"http://www.wikidata.org/entity/Q1541"	"2"
"133.0"	"entity"	"traditional costume"	"fashion"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"7559.0"	"6.0"	"0.0"	"0.0"	"3.0"	"1.0"	"Q5119747"	"Cieszyn folk costume"	"Cieszyn folk costume"	"http://www.wikidata.org/entity/Q5119747"	"1"
"162.0"	"entity"	"film studio"	"media"	"0.004586499219150166"	"0.01904761904761905"	"133.0"	"1.6808510638297873"	"141.0"	"6001.0"	"20.0"	"72.0"	"19.0"	"5.0"	"4.0"	"Q5119787"	"Cifesa"	"Cifesa"	"http://www.wikidata.org/entity/Q5119787"	"1"
"98.0"	"entity"	"food"	"food"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"612634.0"	"315.0"	"11.0"	"7.0"	"18.0"	"5.0"	"Q2444993"	"çiğ köfte"	"Çiğ köfte"	"http://www.wikidata.org/entity/Q2444993"	"2"
"219.0"	"concept"	"building"	"architecture"	"0.007971118469884624"	"0.03261160117615611"	"86.0"	"1.7241379310344827"	"87.0"	"6356.0"	"2.0"	"13.0"	"0.0"	"1.0"	"1.0"	"Q5119905"	"Cihuacalli"	"Cihuacalli"	"http://www.wikidata.org/entity/Q5119905"	"1"
"50.0"	"entity"	"streaming service"	"media"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"3453.0"	"27.0"	"15.0"	"0.0"	"2.0"	"2.0"	"Q30919076"	"CINE.AR Play"	"CINE.AR Play"	"http://www.wikidata.org/entity/Q30919076"	"1"
"132.0"	"entity"	"animation technique"	"comics and anime"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"283229.0"	"0.0"	"76.0"	"4.0"	"20.0"	"8.0"	"Q1092472"	"cinemagraph"	"Cinemagraph"	"http://www.wikidata.org/entity/Q1092472"	"0"
"45.0"	"entity"	"film genre"	"films"	"0.0037222219852815546"	"0.011809045226130653"	"202.0"	"1.405"	"200.0"	"56109.0"	"0.0"	"30.0"	"0.0"	"6.0"	"3.0"	"Q3677141"	"Cinepanettone"	"Cinepanettone"	"http://www.wikidata.org/entity/Q3677141"	"1"
"29.0"	"entity"	"film studio"	"media"	"0.002222621363226245"	"0.008273765970619688"	"321.0"	"1.7186544342507646"	"327.0"	"63554.0"	"4.0"	"102.0"	"5.0"	"2.0"	"1.0"	"Q5120874"	"Cinerama Releasing Corporation"	"Cinerama Releasing Corporation"	"http://www.wikidata.org/entity/Q5120874"	"1"
"96.0"	"entity"	"media company"	"media"	"0.0034747257201148307"	"0.016139044072004966"	"192.0"	"1.75"	"180.0"	"194504.0"	"20.0"	"208.0"	"10.0"	"7.0"	"4.0"	"Q5120891"	"Cinesite"	"Cinesite"	"http://www.wikidata.org/entity/Q5120891"	"2"
"92.0"	"entity"	"food"	"food"	"0.0016650751130500158"	"0.00640082073241447"	"429.0"	"1.5495283018867925"	"424.0"	"104047.0"	"0.0"	"42.0"	"4.0"	"9.0"	"5.0"	"Q1790835"	"cioccolato di Modica"	"Cioccolato di Modica"	"http://www.wikidata.org/entity/Q1790835"	"2"
"99.0"	"entity"	"food"	"food"	"0.2304106339414764"	"0.6"	"3.0"	"1.6"	"5.0"	"47529.0"	"0.0"	"24.0"	"3.0"	"4.0"	"2.0"	"Q6008497"	"Circassian chicken"	"Circassian chicken"	"http://www.wikidata.org/entity/Q6008497"	"2"
"42.0"	"concept"	"ritual"	"gestures and habits"	"0.07081485057772041"	"0.3939393939393939"	"8.0"	"2.75"	"12.0"	"362534.0"	"0.0"	"156.0"	"8.0"	"12.0"	"6.0"	"Q2734140"	"circumambulation"	"Circumambulation"	"http://www.wikidata.org/entity/Q2734140"	"0"
"275.0"	"entity"	"media company"	"media"	"0.0017549085312062618"	"0.007066112978709379"	"381.0"	"1.6128205128205129"	"390.0"	"4552420.0"	"284.0"	"1550.0"	"160.0"	"42.0"	"10.0"	"Q504715"	"Cirque du Soleil"	"Cirque du Soleil"	"http://www.wikidata.org/entity/Q504715"	"2"
"52.0"	"concept"	"recurring sporting event"	"sports"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"843.0"	"0.0"	"9.0"	"0.0"	"5.0"	"4.0"	"Q117848135"	"CIS Games"	"CIS Games"	"http://www.wikidata.org/entity/Q117848135"	"2"
"68.0"	"entity"	"neighborhood"	"geography"	"0.0065393064282040225"	"0.02562929061784897"	"124.0"	"1.6869565217391305"	"115.0"	"10875.0"	"1.0"	"11.0"	"7.0"	"6.0"	"3.0"	"Q5273"	"Cité internationale"	"Cité Internationale"	"http://www.wikidata.org/entity/Q5273"	"1"
"108.0"	"concept"	"musician"	"music"	"0.005566318479922807"	"0.014090484678719973"	"147.0"	"1.1623376623376624"	"154.0"	"10921.0"	"0.0"	"50.0"	"2.0"	"10.0"	"5.0"	"Q181922"	"citharode"	"Citharode"	"http://www.wikidata.org/entity/Q181922"	"1"
"53.0"	"entity"	"construction"	"architecture"	"0.0023504641697358573"	"0.006886412875270814"	"376.0"	"1.3916666666666666"	"360.0"	"40971.0"	"0.0"	"18.0"	"1.0"	"1.0"	"1.0"	"Q17001824"	"CITIC Construction"	"CITIC Construction"	"http://www.wikidata.org/entity/Q17001824"	"1"
"115.0"	"concept"	"tree"	"biology"	"0.004627440633464734"	"0.020092583472865164"	"130.0"	"1.7132867132867133"	"143.0"	"3839686.0"	"410.0"	"1054.0"	"28.0"	"104.0"	"10.0"	"Q81513"	"Citrus"	"Citrus"	"http://www.wikidata.org/entity/Q81513"	"0"
"153.0"	"concept"	"neighborhood"	"geography"	"0.0014823241185620475"	"0.004645090359376073"	"557.0"	"1.3796296296296295"	"540.0"	"278265.0"	"0.0"	"106.0"	"1.0"	"25.0"	"7.0"	"Q1468524"	"city center"	"City centre"	"http://www.wikidata.org/entity/Q1468524"	"0"
"78.0"	"concept"	"neighborhood"	"geography"	"0.0022425032158227003"	"0.009428908175291975"	"308.0"	"1.6143790849673203"	"306.0"	"70837.0"	"0.0"	"51.0"	"1.0"	"14.0"	"3.0"	"Q4286337"	"city district"	"City district"	"http://www.wikidata.org/entity/Q4286337"	"0"
"171.0"	"entity"	"bookstore"	"books"	"0.0012265949379106128"	"0.0040785911224819294"	"625.0"	"1.48503937007874"	"635.0"	"330565.0"	"20.0"	"189.0"	"15.0"	"11.0"	"6.0"	"Q2394278"	"City Lights Bookstore"	"City Lights Bookstore"	"http://www.wikidata.org/entity/Q2394278"	"1"
"159.0"	"concept"	"city"	"geography"	"0.011131845105346452"	"0.04547858276044421"	"61.0"	"1.6612903225806452"	"62.0"	"299403.0"	"0.0"	"134.0"	"12.0"	"41.0"	"9.0"	"Q494721"	"city of Japan"	"Cities of Japan"	"http://www.wikidata.org/entity/Q494721"	"1"
"113.0"	"concept"	"city"	"geography"	"0.0016255286111825041"	"0.005756413728042208"	"521.0"	"1.4926931106471817"	"479.0"	"1631742.0"	"0.0"	"687.0"	"87.0"	"30.0"	"7.0"	"Q104157"	"city of the Philippines"	"Cities of the Philippines"	"http://www.wikidata.org/entity/Q104157"	"1"
"132.0"	"concept"	"city"	"geography"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"31544.0"	"0.0"	"25.0"	"2.0"	"13.0"	"4.0"	"Q925381"	"city with powiat rights"	"City with powiat rights"	"http://www.wikidata.org/entity/Q925381"	"1"
"70.0"	"concept"	"architectural structure"	"architecture"	"0.0025940718096471795"	"0.007635121559172192"	"336.0"	"1.2816455696202531"	"316.0"	"4854.0"	"0.0"	"20.0"	"1.0"	"1.0"	"1.0"	"Q5124465"	"civil defense center"	"Civil Defence centre"	"http://www.wikidata.org/entity/Q5124465"	"0"
"220.0"	"entity"	"government agency"	"politics"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"67301.0"	"0.0"	"83.0"	"1.0"	"10.0"	"4.0"	"Q610368"	"Civil Guard"	"Civil Guard (Israel)"	"http://www.wikidata.org/entity/Q610368"	"1"
"224.0"	"concept"	"law"	"politics"	"0.0011033151158373236"	"0.004012464250650959"	"726.0"	"1.513868613138686"	"685.0"	"834977.0"	"0.0"	"275.0"	"0.0"	"67.0"	"9.0"	"Q222249"	"civil law"	"Civil law (common law)"	"http://www.wikidata.org/entity/Q222249"	"0"
"59.0"	"concept"	"government agency"	"politics"	"0.00393599852017369"	"0.016813787305590584"	"191.0"	"1.6939890710382515"	"183.0"	"28065.0"	"0.0"	"20.0"	"8.0"	"6.0"	"4.0"	"Q19406629"	"Civil–military administrations (Ukraine)"	"Civil–military administrations (Ukraine)"	"http://www.wikidata.org/entity/Q19406629"	"1"
"117.0"	"concept"	"city"	"geography"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"5314.0"	"21.0"	"6.0"	"0.0"	"6.0"	"4.0"	"Q26198154"	"civitas stipendaria"	"Civitas stipendaria"	"http://www.wikidata.org/entity/Q26198154"	"1"
"0.0"	"entity"	"drink"	"food"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"6980.0"	"0.0"	"10.0"	"0.0"	"1.0"	"1.0"	"Q5124833"	"Ck vodka"	"Ck vodka"	"http://www.wikidata.org/entity/Q5124833"	"2"
"80.0"	"concept"	"building material"	"architecture"	"0.005862764931437584"	"0.01545253863134658"	"155.0"	"1.2450331125827814"	"151.0"	"1092132.0"	"0.0"	"126.0"	"6.0"	"10.0"	"5.0"	"Q2037332"	"cladding"	"Cladding (construction)"	"http://www.wikidata.org/entity/Q2037332"	"0"
"71.0"	"concept"	"tree"	"biology"	"0.010593907117269112"	"0.029304029304029304"	"75.0"	"1.2179487179487178"	"78.0"	"22801.0"	"7.0"	"33.0"	"7.0"	"19.0"	"7.0"	"Q2700326"	"Cladrastis"	"Cladrastis"	"http://www.wikidata.org/entity/Q2700326"	"0"
"65.0"	"entity"	"neighborhood"	"geography"	"0.004470636329862813"	"0.01396103896103896"	"184.0"	"1.3181818181818181"	"176.0"	"53385.0"	"0.0"	"71.0"	"4.0"	"19.0"	"6.0"	"Q178508"	"Clarens"	"Clarens, Switzerland"	"http://www.wikidata.org/entity/Q178508"	"1"
"153.0"	"entity"	"literary genre"	"literature"	"0.001677045027548992"	"0.005231662306948078"	"471.0"	"1.3805496828752644"	"473.0"	"440551.0"	"1.0"	"187.0"	"10.0"	"19.0"	"9.0"	"Q2117603"	"Classic Rabbinic literature"	"Rabbinic literature"	"http://www.wikidata.org/entity/Q2117603"	"1"
"0.0"	"entity"	"musical profession"	"music"	"0.003182799408219547"	"0.009657370517928287"	"243.0"	"1.3625498007968126"	"251.0"	"6057.0"	"0.0"	"4.0"	"0.0"	"2.0"	"2.0"	"Q24067349"	"classical guitarist"	"Classical guitarist"	"http://www.wikidata.org/entity/Q24067349"	"0"
"0.0"	"concept"	"musician"	"music"	"0.001874790203276359"	"0.005586779071323431"	"401.0"	"1.3396226415094339"	"424.0"	"836.0"	"0.0"	"1.0"	"0.0"	"1.0"	"1.0"	"Q81729632"	"classical musician"	"Classical musician"	"http://www.wikidata.org/entity/Q81729632"	"0"
"0.0"	"entity"	"musical profession"	"music"	"0.0018137015501437203"	"0.0062845556101308545"	"386.0"	"1.4837092731829573"	"399.0"	"10584.0"	"0.0"	"3.0"	"0.0"	"2.0"	"2.0"	"Q61996187"	"classical pianist"	"Classical pianist"	"http://www.wikidata.org/entity/Q61996187"	"0"
"293.0"	"concept"	"magazine"	"media"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"28531.0"	"0.0"	"26.0"	"3.0"	"1.0"	"1.0"	"Q5128439"	"classified magazine"	"Classified magazine"	"http://www.wikidata.org/entity/Q5128439"	"0"
"36.0"	"entity"	"cook"	"food"	"0.10890667318669145"	"0.42857142857142855"	"5.0"	"2.5"	"8.0"	"149514.0"	"7.0"	"145.0"	"12.0"	"14.0"	"7.0"	"Q116313"	"Claude Nobs"	"Claude Nobs"	"http://www.wikidata.org/entity/Q116313"	"2"
"68.0"	"entity"	"poet"	"literature"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"21859.0"	"6.0"	"112.0"	"21.0"	"31.0"	"8.0"	"Q12801"	"Claude Piron"	"Claude Piron"	"http://www.wikidata.org/entity/Q12801"	"1"
"110.0"	"entity"	"model"	"fashion"	"0.0018813385063577836"	"0.0069326683291770575"	"394.0"	"1.625935162094763"	"401.0"	"5659404.0"	"80.0"	"953.0"	"38.0"	"78.0"	"10.0"	"Q76717"	"Claudia Schiffer"	"Claudia Schiffer"	"http://www.wikidata.org/entity/Q76717"	"2"
"16.0"	"entity"	"comics artist"	"comics and anime"	"1.0"	"0.0"	"1.0"	"1.0"	"1.0"	"27568.0"	"1.0"	"64.0"	"8.0"	"6.0"	"4.0"	"Q361750"	"Claudio Castellini"	"Claudio Castellini"	"http://www.wikidata.org/entity/Q361750"	"1"
"78.0"	"entity"	"animation technique"	"comics and anime"	"0.003182039730851131"	"0.01191740412979351"	"214.0"	"1.6238938053097345"	"226.0"	"170162.0"	"38.0"	"633.0"	"10.0"	"26.0"	"10.0"	"Q870889"	"clay animation"	"Claymation"	"http://www.wikidata.org/entity/Q870889"	"0"
